layer1node1,layer1node2,layer1node3,layer2node1
0.0,0.06520024,-0.101833045,-1.6761013
0.0,0.055800483,-0.05735566,-1.5204163
0.0,0.0,0.05769383,1.4233911
0.0,0.0,0.027415484,
-0.061244447,-0.090845495,0.049775828,
-0.09810617,-0.0139038665,0.0,
-0.023854164,0.0,-0.014836702,
-0.016364267,-0.06678148,-0.028049845,
0.026016241,-0.047269598,0.0,
0.0,-0.057411574,0.01691367,
0.02729026,-0.03762597,0.012681446,
0.010585327,-0.01880245,-0.054849207,
0.022602031,0.010847355,0.0,
-0.038615607,0.03893802,-0.031929526,
0.04664964,0.063337736,-0.09559575,
0.09413685,0.06946173,-0.072545975,
0.07391138,0.038472574,-0.03674881,
0.021009607,0.0,-0.030665567,
0.0,0.0,0.0,
-0.05273997,-0.014506341,0.0,
-0.02268308,-0.08115244,0.013198263,
-0.023235997,-0.032133084,-0.029567918,
0.038760703,0.06564529,-0.10907858,
0.015449369,0.062441286,-0.07417253,
-0.07299376,0.08137342,0.0,
-0.03001991,-0.06127535,0.07045332,
-0.014181455,-0.07372027,0.02770817,
-0.018212873,0.020403352,-0.076129034,
0.040206123,0.021736015,-0.090096384,
0.059771515,0.022005497,-0.07819615,
-0.044568025,0.012033814,0.013542247,
-0.0368791,0.014291338,0.0,
0.0,-0.014634686,-0.015095877,
0.010748259,0.0,0.01926089,
0.018931443,0.027744204,-0.023812586,
-0.037113484,-0.05740478,0.0,
0.0,-0.011848293,0.010549951,
0.0,-0.026306,-0.08007523,
0.0333076,0.0,-0.07555501,
0.026072664,-0.037124038,-0.06874501,
0.0,-0.08632575,-0.049793754,
0.09393925,0.022673551,-0.046061113,
0.058304157,0.0133066615,0.0,
0.06605712,0.0110451365,-0.072151475,
0.060685024,0.07748675,-0.09255859,
0.0,0.06356276,-0.08346246,
-0.05927859,0.021683283,-0.04523615,
-0.035296068,0.027732754,0.015330308,
0.0,-0.03495008,0.03319986,
0.0,0.0,0.04755823,
-0.012520016,0.059119355,0.02222547,
-0.04887913,0.063950665,0.0,
0.017478166,0.023841701,-0.014934677,
0.013386508,0.045146786,-0.061199922,
0.026285984,0.083902165,-0.08904231,
0.057036914,0.10410306,-0.062280353,
0.0,0.12206109,-0.06741387,
0.075498596,0.08554666,-0.057950784,
0.04577545,0.013785666,0.065487325,
0.0,-0.031404488,0.09287329,
-0.111258365,-0.047250442,0.010607091,
-0.08896241,-0.024737893,0.03893525,
-0.027407944,0.056676082,0.0,
0.024288613,-0.0701778,0.03496895,
-0.022312103,-0.05300768,0.04012699,
0.07027865,-0.07034416,-0.012957926,
0.05540926,-0.0894569,-0.014927109,
0.033941343,-0.027006997,-0.025282862,
0.04511883,0.01653775,-0.039433647,
0.019316904,0.0,-0.05668102,
0.061737273,0.020366888,-0.08420615,
0.073389806,0.0,-0.0341979,
0.017748125,0.0,-0.03976601,
-0.040377665,0.0,-0.03435494,
-0.052291077,0.0,-0.048952833,
-0.03663008,-0.03281211,-0.023960866,
-0.022847341,-0.04042584,-0.049277518,
0.023121538,0.026398577,-0.026825778,
0.028367354,0.09168662,-0.058492612,
0.025523895,0.06668326,-0.061675552,
0.0,-0.0102002965,0.0,
0.0,-0.04468266,0.05637831,
0.0,-0.037661493,0.0,
0.025090206,0.0,-0.051507022,
0.11852223,0.0,-0.041772578,
0.012657437,0.02971398,-0.039290298,
-0.03950942,0.0,0.017442226,
0.0,0.0,0.0,
0.0,-0.04053707,0.0,
0.011755244,0.0,0.017026756,
0.0,0.0,-0.0139701795,
-0.019096298,-0.042029396,0.049987447,
-0.020146018,0.0,0.0,
-0.012713116,0.028932052,-0.039012656,
0.027481534,0.051609084,-0.06808555,
0.047720436,0.0,-0.12110579,
0.035369974,0.0,-0.04290615,
0.05847155,0.0,-0.05104701,
0.07976024,0.0,0.0,
0.11235841,0.022160525,-0.06128156,
0.05782424,0.09667919,-0.089383684,
-0.035432264,0.08096878,-0.05638045,
-0.07776719,0.029465752,-0.0517673,
-0.037635062,-0.023180058,0.03133824,
0.016473707,0.013551285,0.060526848,
0.029920194,0.0,0.0262084,
0.0,0.044521734,0.06296652,
-0.01989277,-0.021027738,0.025663722,
0.0,0.051480655,-0.028746942,
0.01641312,0.09685457,-0.09631985,
0.025022946,0.055582065,-0.06734169,
0.0,0.124676935,-0.04242274,
-0.023794698,0.09861661,-0.041885894,
0.0,0.018574692,-0.029770203,
-0.070446886,-0.05995952,0.041838344,
-0.0159563,-0.03844246,0.06189458,
-0.078247964,-0.05759598,0.033913642,
-0.09915506,0.0,0.015420528,
-0.031946998,-0.04965912,-0.034466904,
0.0,-0.041485306,-0.03781136,
-0.058799595,-0.040041625,-0.026335372,
0.026828475,-0.02952432,-0.013397254,
0.024776915,-0.026457328,-0.081086,
-0.01230551,-0.012362552,-0.06531813,
-0.016440175,-0.021366777,-0.041860014,
0.031660832,0.033084,-0.048170153,
0.0,0.024205906,-0.058407184,
0.054312922,0.0,0.0,
0.019278964,0.016647976,-0.012790173,
-0.021516062,0.0,-0.017954076,
-0.05297508,-0.0208763,-0.036073707,
-0.025577173,-0.010205605,0.0,
0.011359979,0.020562664,-0.04054834,
-0.01725308,-0.011382311,-0.05779693,
0.013310705,0.047649216,-0.057284784,
0.03308798,0.02252101,-0.057022665,
0.0,-0.024575636,0.033458196,
-0.019454796,-0.043238997,0.07148557,
-0.03489936,-0.048980374,0.02861575,
0.054567885,-0.023659924,0.0,
0.10778535,0.0,-0.06192172,
0.01512118,0.055466916,0.0,
-0.017308753,-0.023479076,0.01026689,
-0.02759715,-0.034667317,0.017748918,
-0.030724002,-0.052697033,0.025731618,
-0.037597496,-0.063310675,0.02838543,
0.017719654,-0.0322532,0.0,
-0.06020187,-0.047361553,0.061133236,
-0.04530782,-0.06845665,0.0,
-0.03509729,-0.043564815,-0.03683702,
0.0,-0.0381783,-0.1238579,
0.10825529,0.014203896,-0.07278574,
0.061020676,0.02256182,-0.028600255,
0.08115181,-0.024110448,-0.054061163,
0.07450154,-0.040269583,-0.038198754,
0.091777414,-0.02354714,-0.027721161,
0.0,0.061005946,-0.0945118,
-0.10213811,0.055093605,-0.045320887,
-0.1004445,0.0,-0.024506383,
-0.0251878,-0.036888506,0.05085085,
0.0458722,0.0,0.06761737,
-0.03376641,-0.024008073,0.025757294,
0.03512683,0.0,0.032208078,
0.014889213,0.025666049,0.03330273,
-0.026763972,0.023634348,-0.035460673,
0.0,0.016719976,-0.06843001,
0.017344812,0.097977825,-0.028047288,
0.0,0.025704857,-0.012877496,
-0.057522424,0.117637224,-0.102392435,
-0.102962606,0.027624663,0.034732472,
-0.051885318,-0.056661714,0.097432844,
-0.06671897,-0.048596606,0.058353543,
-0.09946796,-0.048763964,0.0,
-0.05215867,-0.01267784,0.018758323,
-0.06294237,0.06476338,-0.061366316,
-0.027421638,-0.08424413,0.0,
0.0,-0.021299427,0.026230305,
0.0,0.0,0.013160738,
-0.010861254,0.0,0.0117398,
0.0,0.0,-0.01930302,
0.0,-0.022243055,-0.06849132,
0.0,0.0,0.01916278,
0.0,0.031175457,-0.045070007,
0.03098713,0.084628895,-0.023193756,
-0.023988368,-0.012049743,-0.051356476,
0.0,0.014599695,0.010670159,
-0.028953737,0.016431276,-0.03887688,
0.0,0.034006495,-0.030465558,
0.03998336,-0.0745792,0.0,
0.060631968,0.037260257,-0.025610603,
0.018989548,0.040055655,-0.05425715,
0.098966084,0.023498187,-0.036593623,
0.019545734,0.030406231,0.0,
0.011276427,-0.020353448,0.05466106,
-0.035146113,-0.020142809,0.0,
0.067102894,0.047701217,0.0,
0.08725276,0.07001367,-0.027164198,
0.05091527,0.0,0.019105015,
-0.047360536,-0.014157126,0.020069625,
-0.068775415,-0.04278337,0.02660828,
0.0,-0.07243461,0.019441936,
0.0,0.013336716,0.046667177,
-0.028065555,-0.041120455,0.06796272,
-0.04245599,-0.020079082,0.046155836,
-0.07071664,-0.07019376,-0.010190743,
-0.06758731,-0.033260435,0.0,
-0.02297942,-0.024981543,-0.079390995,
0.04580471,-0.031071281,-0.048059326,
0.05967902,-0.02245429,-0.09247477,
0.10014386,-0.029228525,0.0,
0.11151133,0.0,-0.04559437,
0.06363663,-0.055583835,-0.039653756,
-0.010185607,-0.014205867,-0.0703687,
-0.06110419,0.0,-0.053055488,
-0.07700696,0.055641767,-0.05649272,
-0.028041245,0.022164727,0.063783556,
0.0,0.0,0.07697882,
-0.011868277,0.0,0.060827643,
0.0,0.0,0.08488109,
0.05482116,0.04059289,0.016859107,
-0.027077397,0.05344634,-0.01697773,
0.018231943,0.07765159,-0.087135464,
0.02291743,0.065427735,-0.029621165,
0.0,0.018598648,0.044608712,
-0.020997077,0.0403788,-0.03140242,
-0.06906621,-0.018214244,0.010014905,
-0.034730267,-0.018596152,0.113445066,
-0.05352202,-0.03848445,0.0470306,
0.0,0.045491215,0.016191693,
-0.061039187,0.0,0.0,
-0.014458431,0.0113102915,-0.035353478,
-0.058927517,0.0,-0.018516148,
-0.03767331,-0.04241332,-0.036808643,
-0.013556361,-0.05897561,-0.029286606,
0.01678995,-0.018752787,-0.03749672,
0.040720727,0.011790169,-0.039807245,
-0.016301425,-0.019514121,0.0,
-0.054545153,-0.06933071,0.0,
-0.011066484,-0.011069609,-0.06060463,
0.028939515,0.05267996,0.0,
0.014461763,0.0,0.011445514,
-0.025269866,-0.014690131,0.058957845,
-0.03790493,0.0,0.022320112,
-0.019820182,-0.011198934,0.017208787,
0.044390664,-0.01399256,-0.031487685,
0.06398681,0.021494437,0.015206966,
0.0,0.0,0.0,
0.022055238,0.0,0.0,
0.049953625,-0.020827662,0.09606865,
0.0,0.055106737,0.028558038,
-0.01926103,0.024687303,0.053826455,
0.023655197,0.0,-0.024008168,
0.044343878,0.0,0.02036284,
0.0,0.02887086,0.0,
-0.017951934,0.027659953,0.030106515,
-0.088536814,-0.0482906,0.048201468,
-0.030802568,-0.038374655,0.0,
0.0,-0.070542015,0.10701226,
0.032633677,-0.020593751,0.028579177,
