layer1node1,layer1node2,layer1node3,layer2node1
-0.10351627,0.051708817,-0.27678585,-0.29974827
-0.109127685,0.037555512,-0.41835546,0.14204668
-0.16579029,0.0134024955,-0.5908225,-1.788165
-0.10891597,0.089431636,-0.6958546,
-0.098539494,0.10276257,-0.6585326,
-0.08703519,0.03844711,-0.41864964,
