,W_1_0,W_1_1,W_1_2
W_1_0,0.0017329350820430398,0.00011153143129002991,-9.099990862742775e-05
W_1_1,0.00011153143129002991,0.001698141770673153,-0.00027990615587321815
W_1_2,-9.099990862742775e-05,-0.00027990615587321815,0.0018137160504839971
