,W_1_0,W_1_1,W_1_2
W_1_0,1.0,-0.024044603435733083,-0.001575689130184337
W_1_1,-0.024044603435733086,0.9999999999999998,0.0011292576895016281
W_1_2,-0.001575689130184337,0.0011292576895016281,0.9999999999999998
