Training Error,Validation Error
0.2498352945435281,0.24992506229688252
0.24978363601600423,0.24988795745940434
0.249741378284636,0.24985016574935306
0.2496787987503351,0.24979574883741046
0.2496329128575258,0.24975953050076016
0.2495712149961322,0.24970364499659764
0.24951436034604615,0.2496358376173746
0.2494613711907416,0.24959597582854923
0.249404475802467,0.24955608967750792
0.24935247964050924,0.24949817170226385
0.24928453940303386,0.2494264223745891
0.24921734497493722,0.249367666622949
0.24915776374627227,0.24930673057124728
0.2490939324309512,0.24926438833039904
0.24902157564790978,0.24917224144178723
0.24894733259490892,0.2490967060365374
0.24886149802461727,0.2490356316169103
0.24879410950576558,0.2489706552217877
0.2487180606156838,0.2489189567073943
0.24863533358447024,0.24883478264960032
0.24854687110883514,0.2487801672920348
0.24845995109121338,0.24871138991817596
0.24836762671043225,0.2486534665028254
0.24827940749521016,0.2486055933293842
0.24818008620531953,0.24855418787116096
0.24807844192040066,0.2484699452207202
0.24796743761925472,0.24839662914238278
0.24785608583304727,0.24830773803922865
0.24773815958773723,0.2482232574432615
0.24761831789624458,0.24811387062072754
0.24748195970759673,0.24800301851734283
0.24734982731295566,0.24791549004259564
0.24720734595751562,0.24779647470466673
0.2470582450638298,0.24768586622344124
0.2469042001151237,0.2475874386136494
0.24674317900206194,0.24749883370740072
0.24657817898678178,0.24737038120390878
0.2463864894474254,0.2472815934627775
0.24619884818207985,0.24716256322368743
0.24600325850378565,0.24701905321507228
0.24579621763790355,0.2468857275588172
0.24557980531904877,0.2467366395488618
0.2453578988961479,0.24660304969265348
0.24513152204140895,0.2464211249635333
0.24486770274258463,0.2462757487618734
0.24461103399761586,0.24612255465416683
0.24433632649961307,0.24593669696459694
0.24404818170210896,0.24574762204336742
0.2437620930144099,0.2455554081807061
0.24345079569422565,0.24534976032991257
0.2431152856566993,0.24513562733218783
0.24275592278365662,0.24491248197025722
0.242410953013169,0.24468593559567892
0.24203688908023996,0.2444510291966181
0.24162706252740546,0.24420036801270076
0.24124439411303578,0.24390309197562082
0.24078787992648384,0.24363465181418828
0.24035046506328744,0.24335016452130817
0.23987307284726483,0.24303537938329908
0.2393930231740161,0.24269223118585254
0.23886120953813655,0.24237195224989028
0.23833684577327482,0.242071556193488
0.23778608149173214,0.24169635488873437
0.23719184518027372,0.24134127677433073
0.23659011784220943,0.24095864239193143
0.23593178658592268,0.24053979913393655
0.23524471107317285,0.24013360625221616
0.23454385845601058,0.23966042318987468
0.23379070860665052,0.23920353490208823
0.23302170095824393,0.23872138134070806
0.23221595067770875,0.23823908065992688
0.23137950863824838,0.23772680522903564
0.2305121153843503,0.23718357582887015
0.2296439392142603,0.23659808129545243
0.22867353828180403,0.2359944468452817
0.22765720307993956,0.235404994752672
0.22664339802846187,0.23475844141036745
0.2255935560838849,0.23409413061444723
0.22448295359017134,0.23341349311291226
0.22334299927332155,0.23269826670487723
0.22214101200678102,0.23195905037342557
0.22087410079831837,0.23122893344788326
0.2196681026567598,0.23045316504107582
0.21836740070698307,0.22966191645652528
0.21707345336592165,0.22881547018649087
0.2156326261137714,0.22799960535670083
0.21425676320781226,0.22709682394587805
0.21269207783773833,0.22619100742869908
0.21113416811331315,0.22526199950112236
0.20953136523898577,0.22429010153762877
0.20782942744363256,0.22335764529213073
0.2062361387728977,0.22233463563616312
0.20444669680935995,0.221294087076944
0.20258295928396763,0.22023482549758183
0.2007062568717978,0.21914362552620115
0.1988002009668938,0.21807158466369386
0.19691490300563202,0.21697158260004862
0.19501914609881008,0.2159361493965936
0.19313702938937338,0.21480366966081044
0.19113880884246665,0.2136669187318711
