layer1node1,layer1node2,layer2node1
0.16605097,-0.19896981,0.70424086
0.29229143,-0.16843678,-0.43434983
0.20689139,-0.17732267,
0.33743733,-0.1260833,
0.36335325,-0.19931068,
0.2706293,-0.23394477,
