Training Error,Validation Error
0.24854019922869547,0.24910176604513137
0.24843921059486912,0.24901599827266874
0.24832268635264965,0.24896219538317788
0.2482347903715796,0.2489058148293268
0.24811377353361008,0.24884801464421408
0.2480116078750092,0.24875436912453364
0.2478825410707992,0.2486934115489324
0.2477593650253547,0.24863196601943363
0.24764190159258054,0.24858513876559243
0.24752640957925834,0.24853583673636118
0.2473962058623632,0.2484827029799658
0.24727165231517717,0.2483948071797689
0.24713449952315217,0.24833586622798254
0.24698843930114886,0.24825920401111481
0.24684071181868972,0.24817885032721929
0.24668835850656867,0.24807783322674887
0.24652293992309676,0.2480061309678214
0.24636756008913538,0.2478855171846965
0.2461917662904376,0.2477903486717315
0.2460005638145265,0.24770927831294046
0.24582391309471024,0.24755818999948956
0.24561133984925032,0.24740408573831832
0.2453991340405467,0.2472624551682245
0.24518589508466693,0.247133930997243
0.24494789970689126,0.24698578767360202
0.24471774021116624,0.2468827660121615
0.2444838690323656,0.24675846170811427
0.2442487152267237,0.24661165948898073
0.24398963503977833,0.24644733870786334
0.24372572658442648,0.246320873735443
0.24344762746526413,0.2461263518484812
0.2431469481615793,0.24599058807842314
0.24285591675453827,0.2458189068332551
0.2425556394482861,0.24565409715213474
0.2422271690615753,0.24549465614651877
0.24188906467762314,0.24531117507389613
0.24153308495253073,0.24512008163664076
0.24116626436136016,0.24489095452285947
0.24077021136504262,0.24466498314388216
0.24035911145163516,0.2444208680637299
0.23993526845753027,0.24416614572207132
0.2394956218845704,0.24392550781605735
0.23904852310315566,0.24370375110043418
0.23858841226882294,0.2434219429417262
0.23809004777452858,0.2431291247171069
0.23756840641425103,0.24287548732189906
0.237048072015204,0.24259650825508058
0.23650725010563345,0.2422689769476179
0.23591592181630494,0.24200652989130172
0.23535759959902083,0.24169039962783692
0.2347362169615027,0.24136065206830465
0.23408700488194698,0.2410250355799993
0.23343838496702393,0.24064939622841183
0.23275273140905953,0.24027036508870503
0.23203443053389797,0.23984619336468832
0.23125811626597279,0.23945125346145932
0.23048400716120457,0.23905364459469206
0.22970149676505924,0.23862231392709035
0.2288495290513132,0.23817156751950583
0.2279723430214142,0.23768715655046796
0.22704886839169414,0.23721468093849363
0.22610802314027684,0.23675187641666048
0.22516915339882634,0.2362713839799639
0.22419298976576296,0.23576634672899094
0.22316763205688542,0.23521716159487527
0.22210707062599705,0.23457591377553486
0.22091480697236476,0.23398682498742665
0.21975050561902235,0.2334047257900238
0.21856828384539662,0.23281901034097824
0.217345958455604,0.23219271429947444
0.21606403726990484,0.23154974243943655
0.21476741969919338,0.2308681413294777
0.21339546807673798,0.23011729215818738
0.21193823422871383,0.2293918194278838
0.21047784396413327,0.22868054348324973
0.20902601556450712,0.22795297158142877
0.20754022871245856,0.2271848801109526
0.20596295257075495,0.22637915540309178
0.2043341589825494,0.22559613178646754
0.20269656836652622,0.2247938234654684
0.20101671705559856,0.22394101179781414
0.19926831568656517,0.2230995481922513
0.1974994077318523,0.22223752074771458
0.19567611642411442,0.2214046993425914
0.19389441200331145,0.22051222598741924
0.19199378237503917,0.21964831295467557
0.19011771203089162,0.21875188464210146
0.18817246765816578,0.2178850814936653
0.1862608796658636,0.21701028848451281
0.18430017915760435,0.21615670006426554
0.18234483300804757,0.2152969061382233
0.1803840260211827,0.21439408144307515
0.17834025633936168,0.21351430293113466
0.17629728919150783,0.21263112293349373
0.17423782583211317,0.2117804643653688
0.172194468290532,0.21094827259343768
0.17016495906171344,0.21012462344434527
0.16814150830276875,0.20932080703122274
0.16613231524198996,0.2085420839370243
0.16413255720412365,0.207771089105379
0.16211893386533616,0.2070489688998177
0.1601925947252108,0.20629907505852835
0.1582007077561707,0.20557163182705168
0.15624686482907676,0.2048901915550232
0.15434617313350282,0.2042435353237485
0.15246782040729576,0.20359293832665398
0.15057396558987327,0.20297922690709433
0.1487479916139811,0.20239005391559903
0.1469560327733598,0.201798820069858
0.14512673980381643,0.20124200861605387
0.14335689353508776,0.20070095029142168
0.14160750877289546,0.20020287921504368
0.1399104849798005,0.1997135548837601
0.13822329248867782,0.19924306585675194
0.13656922707370683,0.19880847893063985
0.1349407993778795,0.1984005979602299
0.13337542721871234,0.19799238656248366
0.13180971300067687,0.19760050399908943
0.13026637003785757,0.19723538439425212
0.12875183258487397,0.1968891779108653
0.1272742702346556,0.19656621108925532
0.12582634243310667,0.19626342162253366
0.12442377723064743,0.19597871530623662
0.12303500382506213,0.19570817360802303
0.12169677252862968,0.19544907694771177
0.12037247436053279,0.19523669069721586
0.11916714977650415,0.1950116048729609
0.11791238272223487,0.194811107383834
0.11670272073158029,0.19461168348789215
0.1154983694396433,0.1944257328434596
0.11429362744092941,0.19424808687633938
0.11311972209093284,0.19407974822180613
0.11198336741670507,0.193931363877796
0.11087217315488837,0.19378870607368529
0.10978795910979353,0.19365790178851475
0.10874387452832791,0.19353394021117498
0.10771096234812456,0.19341879846557739
0.10668325950117673,0.19332158802047608
0.10566293930306155,0.19322656686343845
0.10469486159520323,0.19314217945886036
0.1037325558124804,0.1930685199442364
0.10280806214368644,0.19299698514597757
0.10187665727876481,0.19293246193537636
0.100971614237593,0.1928761192257442
0.10008058857684042,0.1928258365581906
0.09919821189231232,0.19278626333153437
