layer1node1,layer1node2,layer1node3,layer2node1
0.040177904,-0.044311356,0.047480438,
0.07683562,-0.011838101,0.022817606,
0.016835961,0.04887382,-0.06394214,
-0.03755889,-0.036567964,-0.021638218,
-0.036509056,-0.030198514,-0.05746904,
0.05521591,-0.027267426,0.00466624,
-0.06367618,-0.01596113,-0.047272876,
0.013619302,-0.0142733,-0.010050533,
-0.028191727,-0.03574694,0.032076024,
-0.02781858,0.059107613,-0.020146392,
0.044702303,-0.013321813,0.00028190267,
-0.016709229,0.057184868,0.016070016,
-0.009951097,-0.07137525,-0.0099255005,
0.021420317,0.0363111,-0.014900807,
0.05989733,0.010215637,-0.15708567,
-0.025059206,0.07154717,0.04786549,
0.013967484,-0.018935563,0.031917248,
-0.04868435,0.06746247,-0.028168732,
-0.14192131,0.05859929,-0.0069867806,
0.028276246,-0.007055668,-0.01438067,
0.040836398,0.037611246,0.027380021,
0.006300246,0.016266216,-0.0063224565,
0.011183407,-0.0005116802,0.023513917,
-0.013243728,-0.05151317,0.09475913,
0.020782804,0.036859393,-0.003397398,
0.040515326,-0.005183754,-0.035462778,
0.035238378,-0.022321783,-0.022803657,
-0.0019309978,0.0146172885,0.018192824,
0.008828443,0.02279674,0.014208461,
0.029722154,0.017966807,0.043755297,
0.04840811,0.011274894,-0.0023647086,
-0.058238234,0.04216895,0.04133322,
0.04179733,-0.07274492,-0.025257828,
0.08030841,-0.02339185,-0.06156434,
0.07283745,-0.113709085,-0.057391424,
0.024696462,-0.0144700315,-0.06032849,
-0.035669215,-0.021782221,0.014484133,
0.0075781737,0.030816734,-0.017177012,
0.1000583,0.03580723,-0.04254248,
0.062475603,-0.008586707,0.030095434,
0.018338623,0.110162035,-0.0021297801,
0.04004719,0.014409189,-0.071911424,
0.0876924,0.059213202,0.029823802,
0.015700487,0.024234526,0.09712876,
0.03613103,0.08658756,0.036987063,
-0.056644388,-0.013469376,-0.04636643,
0.031723563,0.023169547,0.0036283946,
-0.066003405,0.039096627,0.040313374,
0.056931935,-0.010986302,0.021228831,
-0.021031525,-0.0400972,-0.040415,
-0.040890012,-0.03125229,-0.06545274,
-0.03332268,0.0029061923,0.0401818,
0.053999152,-0.031734023,-0.06926912,
-0.025515191,0.021083541,-0.0254713,
0.031218072,0.09245957,-0.06364146,
0.024379361,0.026857384,0.038004767,
0.09277798,-0.05957172,0.037913896,
0.017826354,0.025408607,-0.0061236946,
0.023206761,0.028887188,0.006741654,
-0.030843835,0.007204333,0.007079855,
0.02714051,0.025482323,-0.0018722955,
0.033860385,0.027744493,0.009168685,
-0.048264477,0.040278256,0.011525921,
-0.019662283,-0.018594543,0.046665337,
0.0016522655,-0.025220694,0.033518486,
0.04292015,0.00019203864,0.08316983,
-0.03685373,0.016155403,0.033196233,
-0.049816303,0.013756143,-0.034337353,
0.009170616,0.031449184,0.0067361393,
-0.052868273,0.07710489,0.036084086,
0.091829464,0.067054816,0.050287392,
-0.009329685,0.0054653664,-0.036356345,
-0.010353324,0.037485365,-0.051432967,
0.024293227,-0.0037812016,0.001153101,
0.009497437,-0.026451757,-0.033345614,
0.006799201,-0.06443937,-0.013657453,
0.0704986,0.015545535,-0.01980541,
-0.0025416708,0.008518742,0.04856349,
0.038796205,-0.011118065,-0.022543183,
-0.050144732,0.06135223,-0.04142658,
-0.0564099,-0.03126374,-0.016605623,
0.025418777,-0.01327676,0.015038649,
-0.09340421,-0.0048842467,-0.014466658,
-0.05650556,0.0026970461,0.07598481,
0.052559942,0.024596358,0.02582058,
0.009179995,-0.0045022876,-0.07823022,
0.012562527,-0.026819075,-0.09005929,
0.027811099,0.040794,0.06145635,
-0.030501978,-0.09289543,-0.023432016,
0.02306657,0.024226515,-0.019383138,
0.02751477,0.0020236038,-0.024388818,
-0.0522141,-0.06980325,-0.058410916,
-0.018583316,0.021162523,-0.0036958635,
-0.034292135,-0.03625594,-0.07479981,
0.10280356,0.06529098,0.106839985,
-0.0910955,-0.012202122,0.029296659,
0.03130922,0.070091255,0.021189727,
-0.025835287,0.03382671,0.08099338,
0.06304688,0.010082398,-0.029298842,
0.02218911,0.0021048288,0.028507844,
-0.016102975,0.033500254,0.020604573,
-0.006907231,-0.06303281,0.00046054323,
-0.011009166,0.035366684,-0.0055817054,
0.03739239,0.009003656,-0.014543388,
-0.04229018,-0.00023259615,0.0005427284,
0.008128422,0.011545446,0.007846528,
-0.0017504047,0.029411884,-0.030303126,
0.011664228,0.050681237,0.033012584,
-0.004995277,-0.0028731672,-0.04267562,
0.0019947058,0.051300064,0.08500482,
-0.0016097035,0.096715204,0.019642115,
0.035100557,0.0384042,0.022388814,
0.023178989,0.03791302,0.025661822,
0.065197654,-0.0728692,-0.08729505,
-0.0031018965,-0.011173344,0.0069806897,
-0.021275524,-0.05264582,-0.07645934,
-0.08136011,-0.049101364,-0.07315922,
-0.009532056,-0.02136647,0.071713716,
0.033443384,-0.04010609,-0.06478275,
-0.007969721,-0.032426286,0.05592646,
-0.010174946,-0.076568685,0.00873487,
-0.09568671,0.057156567,-0.014211122,
-0.02038776,0.031898618,-0.049831532,
-0.03375309,-0.077012576,0.043113727,
-0.055871032,-0.027228406,0.00086129585,
0.023159506,0.0038543823,0.06813272,
0.10189762,0.026828716,0.032650936,
-0.0067242496,0.008249141,0.027564446,
-0.09417237,-0.00040840692,0.0477097,
0.09213634,-0.018006729,0.00372543,
0.03462816,0.10007549,-0.022762736,
0.06380441,0.0431994,0.025936503,
0.072421506,0.03171147,-0.013416945,
0.0885773,0.052902143,-0.008917692,
0.01470852,-0.023818934,-0.013730199,
-0.025859514,0.011501075,0.048937634,
0.016584253,0.02462053,-0.051870644,
-0.041724723,0.0011793162,0.03151142,
-0.018700266,0.027901163,0.06719709,
-0.016143916,0.008309807,-0.049862735,
-0.0050632716,0.033647686,0.042898927,
-0.057847213,0.061099216,-0.012538966,
-0.022911208,0.064793564,-0.044552524,
0.015755085,0.07008129,-0.036467597,
-0.0455813,0.00312752,-0.023847487,
0.07295581,0.059931368,-0.03874802,
0.022964628,-0.058569208,-0.096881196,
-0.020110367,0.029168934,0.11084748,
-0.05025113,-0.083592236,0.011230682,
0.007893725,0.040629372,0.07503758,
-0.036742333,-0.043414738,0.05340515,
0.045796867,0.030473348,0.07711513,
-0.020069545,0.056014184,-0.020430887,
0.01017215,-0.022591697,0.004709501,
0.0027715522,0.13106886,0.021912158,
0.024603019,0.017936394,-0.022921782,
0.040779743,0.0050181597,0.010498063,
0.0674109,-0.05758536,0.06255134,
0.04170286,-0.028082632,0.09564573,
0.03887441,-0.044385284,-0.058805276,
-0.02156982,0.010372178,0.021249713,
0.0012185704,-0.055026002,-0.013308998,
0.046977058,-0.046842,-0.015914476,
0.021761248,-0.008627369,0.0061479234,
-0.007348568,-0.0035355352,0.061937995,
-0.03814547,-0.00597562,0.021646362,
-0.058230612,0.042805724,0.030436547,
0.009695022,0.040455546,0.005393029,
-0.01593876,-0.017795006,0.030610284,
0.0057285684,0.07056635,0.08362221,
-0.050244637,-0.07344613,-0.04117958,
-0.047831737,-0.041673757,0.048596364,
-0.0063805124,-0.07443472,-0.028433388,
-0.0105884755,-0.06914654,-0.033303633,
0.023753265,-0.084745005,-0.03226446,
-0.040833242,-0.04995577,0.02848665,
0.10560637,0.060109884,0.0041618613,
-0.002535916,-0.028734986,0.00908117,
0.07279671,-0.095254205,0.02257759,
0.01994223,0.014911294,0.075734384,
0.061762646,0.016512724,-0.067292884,
-0.013961448,-0.024340613,-0.034478888,
-0.062957264,0.021053111,-0.051734395,
-0.042505182,-0.05040271,-0.026625447,
-0.048305187,0.05360292,-0.006312307,
-0.02335788,0.047069367,-0.0066868737,
0.016575761,-0.042083926,0.023088694,
0.019190239,0.076377176,-0.01511967,
-0.0060192556,0.016882434,0.00847736,
0.013963493,0.03414192,0.0052484325,
-0.018880187,0.039186213,0.030158114,
0.06400281,0.009968914,0.0037451768,
-0.0140042845,0.0030897046,-0.036324013,
0.020547263,0.004721503,0.010594709,
-0.030859243,0.026915595,-0.0034362448,
-0.10213234,-0.051451743,0.0050932285,
0.0613285,0.10058403,-0.031692214,
-0.05312189,0.010222244,-0.015180523,
-0.1093286,-0.0069556474,-0.017755594,
0.034422953,-0.044561315,-0.050974313,
-0.0010962548,-0.005847735,-0.06647616,
0.048488546,0.002681215,-0.07393427,
0.023282414,-0.0076372214,0.01196081,
0.027558407,-0.027322851,0.015258089,
-0.00025403916,0.07164501,0.10570213,
-0.015768334,0.012823992,-0.022157172,
0.021648098,0.046762213,0.05274674,
0.0029109912,-0.014983252,0.030238207,
0.025255067,0.028024554,0.004440176,
0.029935604,0.04622141,-0.017933385,
-0.03428448,0.031113416,0.0017997153,
0.01774555,-0.052930944,-0.040683698,
0.0032132056,-0.045483924,0.05866693,
0.032327373,-0.03502775,-0.07355269,
-0.026009928,-0.013635741,0.047770448,
-0.10108327,0.031967405,-0.078419305,
0.004597164,-0.14835799,0.06586116,
-0.01913692,0.01122075,-0.03289464,
-0.026931785,-0.027414076,0.01640019,
0.018718923,0.03173413,-0.049964137,
-0.051278546,0.07795996,-0.04215236,
-0.02203049,0.00082037004,-0.011896893,
-0.03662959,0.032854673,-0.03156676,
-0.023772618,0.008733337,0.0008106297,
-0.00530706,-0.0725196,-0.03917289,
0.021164037,-0.0011041157,0.0097421305,
-0.017996099,-0.0012178061,-0.00710076,
0.0010542931,-0.0037277346,-0.04705994,
-0.04298745,0.012102718,-0.013175902,
-0.06842903,-0.040110327,-0.06785159,
0.01909424,-0.007969674,-0.017464917,
0.046693906,0.023858149,0.037580665,
-0.013542332,-0.020960158,0.027424917,
0.059755336,-0.033788394,-0.06466655,
0.03603342,0.03362229,-0.02198859,
-0.06990892,-0.051163547,0.00884619,
-0.07255581,0.05426267,0.011364635,
-0.020517072,-0.01989691,0.06369112,
-0.03860918,0.041035816,0.055849183,
0.04017884,-0.058140196,-0.026699616,
-0.01684306,-0.018092675,0.03182171,
-0.036869664,0.016968887,-0.020535909,
-0.013364627,0.06438632,0.00098186,
-0.014104567,-0.066034526,-0.06039885,
-0.06278051,0.047112662,-0.09428099,
-0.036045205,0.037020404,0.08286419,
0.016107377,-0.02000034,0.017112479,
0.007507243,0.020513637,0.0022967998,
0.03259521,0.059296556,0.033824317,
-0.07916507,-0.0482834,0.045626104,
0.018029755,-0.037939213,-0.031392794,
0.06318276,-0.03061497,0.019669013,
-0.028200893,-0.08688571,0.01599298,
-0.0027899297,-0.03983581,0.05196677,
-0.03771552,0.01774808,-0.054402873,
-0.035080116,-0.02507261,-0.030212142,
0.0621253,-0.03480006,-0.05234995,
0.03447426,-0.012297711,-0.06396,
0.017547725,-0.07480176,-0.03716552,
0.009782122,0.0036171796,0.0036048384,
0.0016277557,0.06822566,0.0073638717,
0.079875395,-0.01912405,0.06697591,
-0.0017550776,0.06816891,0.04650092,
-0.01179151,-0.03829477,0.036894754,
-0.035513178,0.020329852,-0.11140427,
-0.099702224,0.04622064,-0.031304993,
-0.012374981,0.022266498,-0.06643892,
0.024629505,0.027059853,-0.036144633,
-0.027037736,0.049164392,-0.024699599,
0.007945383,0.0137836,-0.014897496,
0.0029247052,-0.0011068649,0.029642455,
-0.010987979,0.029559623,-0.020047536,
-0.0005907318,-0.009635002,0.007918594,
0.013590156,-0.030479783,0.015270092,
0.032806966,0.0073425313,0.08959682,
0.014668788,-0.02183551,-0.024091009,
-0.02573313,0.008881278,-0.0009466567,
0.052200258,0.056848332,-0.0229646,
-0.035245206,-0.037511986,0.0050567845,
-0.013743028,-0.0608409,0.06753782,
0.038092684,0.022728521,0.017521834,
0.026343988,-0.01739731,-0.039308213,
0.048883796,0.0063952035,0.02149282,
0.10509321,-0.024581842,-0.011674619,
-0.02688015,0.03982936,0.008328418,
-0.0022545254,0.011254172,0.03415373,
0.05171023,-0.01875354,0.084676154,
0.010796585,0.0068910546,0.025548732,
0.01583379,-0.027238326,0.005079789,
0.04512734,0.0025938514,0.087305844,
0.056362774,-0.060693566,0.032191347,
-0.06929969,-0.011082292,0.067681946,
0.025935166,-0.045544274,0.045035623,
-0.083691925,-0.07277112,0.034858767,
0.04184458,-0.030992692,0.02812068,
-0.045928035,0.084941834,0.00048767426,
0.067656204,0.086840264,0.0140695665,
-0.02327193,0.038573444,-0.0079826545,
-0.00081482,-0.025338683,0.0822511,
-0.04085632,-0.04996329,-0.08845117,
0.02824561,0.032767605,0.053391177,
0.055683,0.07131055,0.01871881,
-0.088910714,0.08732631,-0.046993215,
0.0016729318,-0.011836818,0.0030692145,
-0.08219279,-0.038088046,0.046462633,
-0.049976017,0.1016789,0.030013839,
0.062011257,-0.022694755,0.036463577,
0.054483544,0.029753841,-0.017201116,
-0.04086206,0.055682775,0.0658504,
-0.04198979,0.05382955,0.018228322,
-0.05258102,-0.004905007,-0.0049117706,
-0.023664031,-0.04122364,0.084688134,
0.06820911,-0.0702998,-0.052706648,
0.047791645,0.026891053,0.042158153,
0.0700228,0.011634809,0.010157879,
-0.08729201,0.039097127,-0.015528529,
-0.034426484,-0.03038715,-0.044187993,
-0.0058353073,0.016566884,-0.004777904,
-0.056862272,0.036829248,-0.071803376,
-0.019722674,0.0051227864,0.021556351,
0.026269943,0.022858078,0.054304644,
-0.037383653,0.06377537,-0.04982252,
0.0019597108,0.051144607,0.027057324,
0.017675696,0.062215596,-0.06991214,
-0.010450072,-0.02780953,-0.004608588,
-0.008201575,-0.064445645,-0.05969667,
0.012967102,-0.02505268,-0.014720668,
0.034779694,-0.0023155934,0.006947433,
0.042018913,-0.11357095,-0.014294926,
-0.045852516,0.08261105,0.014388975,
-0.07804181,-0.055960853,-0.017642125,
0.04308406,0.061795022,-0.018680591,
-0.050740134,0.05898978,-0.09015167,
0.045518722,0.010576269,0.005300282,
-0.06001072,-0.03679849,-0.030286489,
-0.07571306,3.627348e-05,-0.047608655,
0.053597294,0.0007553883,-0.016130771,
0.022400966,-0.0686949,-0.01120042,
-0.03791868,-0.037344664,-0.025790086,
-0.064389646,0.009346221,0.083406694,
-0.048803855,0.010276014,-0.057776377,
-0.0055328277,0.027817838,-0.13996431,
-0.04228676,0.005680827,-0.015153744,
-0.0515392,0.022234872,0.0022614994,
0.009036638,-0.030788392,0.021039627,
-0.005510219,-0.04033789,-0.0063253627,
0.013756956,0.029217752,-0.032367554,
-0.075451985,-0.011756909,-0.022030804,
0.015651014,-0.0032267792,0.009691382,
0.0121490285,0.024330221,-0.0037605837,
0.025551857,-0.04546114,0.029490834,
-0.015822217,0.04231864,0.04092557,
-0.027124172,-0.031945616,-0.007841003,
0.06414797,0.036696427,-0.014295641,
0.05729164,-0.0017929127,-0.020560103,
0.08585443,0.07528252,0.0034397787,
0.036839105,-0.023529183,-0.08013986,
0.00015697777,0.020378511,-0.004727658,
-0.02637943,0.021246007,0.029738441,
-0.010730884,0.020394476,0.047118887,
0.0772806,-0.063227214,-0.06575692,
-0.014002372,0.025929302,-0.00089808536,
0.023331806,0.016500654,0.0114738885,
-0.061271105,0.028100481,0.049052473,
-0.016066907,0.018657833,-0.046108775,
0.053059295,0.0076367357,0.08201227,
0.050998393,-0.03734042,0.025397992,
0.09644799,0.026808525,-0.012931463,
-0.002003656,-0.013170407,-0.003912177,
-0.0020224748,-0.010438932,0.07194218,
0.008113871,-0.06340531,0.014716511,
0.02077461,-0.020739606,0.059731357,
0.09325728,0.055225696,0.062931605,
-0.0066040205,-0.0151797375,0.06911952,
0.01879827,0.06375689,-0.024015117,
-0.015455756,0.021733666,0.03421124,
-0.022913348,0.061668526,0.062199768,
0.008089893,-0.020064661,-0.07301069,
-0.014074706,0.022781493,0.014170586,
-0.00267957,-0.029553195,-0.07875386,
0.0031668937,0.011292454,0.0090403,
0.010759041,0.0003907113,0.05675319,
0.054382153,0.00080740993,0.0032555696,
-0.041296214,0.013790766,-0.009321958,
0.030969406,-0.023644138,0.08636176,
-0.05941305,-0.06360743,0.037057932,
-0.0254111,-0.015940739,0.0068692123,
-0.094359174,-0.01733095,-0.08658805,
0.0022481713,-0.07305198,0.01157954,
0.058721654,-0.06741735,0.019113706,
-0.0043591866,-0.07123812,-0.057708204,
0.009041845,0.046947043,-0.09557568,
-0.011965667,-0.004908487,0.009517037,
-0.0060943314,-0.010574297,0.03670533,
0.029438531,0.005404615,-0.02358857,
-0.029894756,0.045598563,-8.611232e-05,
-0.0060131196,0.04638648,-0.020697797,
0.007145239,0.05819946,-0.09785952,
0.012180848,-0.01568835,-0.04044886,
-0.03375785,-0.022357032,-0.0022189273,
-0.012680884,0.08203728,-0.014199356,
-0.04056894,-0.021650817,0.015592186,
-0.010550253,-0.06285025,-0.014139072,
0.010021817,-0.06245935,0.025963806,
-0.03854235,-0.054098196,0.03138842,
-0.02945455,0.0040090587,-0.008750495,
0.045988005,0.0019152642,0.0060814344,
-0.006748396,0.012112828,-0.003422329,
-0.012980314,-0.004985229,-0.051873725,
0.011898063,-0.09798614,0.037549246,
0.02378822,-0.016975204,0.017250832,
-0.027377075,-0.0018418932,-0.0055625373,
-0.07668045,0.022795243,0.023908952,
-0.08761533,-0.03349894,-0.029041639,
0.025940547,-0.019243345,0.054806978,
-0.03736932,-0.0007462109,0.02476687,
-0.063534215,-0.006459753,0.045724254,
-0.032572653,-0.0068023717,-0.019810082,
0.03643503,-0.014938214,0.045197334,
-0.0063196705,0.06465899,0.042650953,
0.023669936,0.018001473,-0.057089813,
-0.033783134,-0.007622438,0.008283958,
0.010578289,-0.02572789,0.012683207,
0.032234143,-0.06460122,-0.074035905,
-0.012745135,-0.037050035,-0.039764144,
0.058513038,0.030116044,-0.030178351,
0.009289382,0.091703944,-0.0059810746,
0.01376603,0.0287386,-0.0033114052,
0.010451655,0.037421286,0.07980929,
-0.014726579,-0.06908967,-0.03951176,
-0.042101692,0.0018951423,-0.06347059,
0.022687677,0.040679995,-0.01440296,
0.026825495,-0.023839636,0.022615377,
-0.06773461,0.008196958,-0.04612773,
-0.06578962,0.047599368,-0.03994228,
-0.076244466,-0.004991455,-0.039571118,
-0.02794626,-0.021976814,0.011893135,
-0.00059147977,-0.037514728,-0.0015680932,
0.0005085321,-0.019411286,0.054567877,
0.009191308,0.011058811,0.073544465,
-0.06758979,-0.03882733,-0.050211962,
0.02441473,-0.008639722,-0.042758346,
-0.0013558698,0.042382594,-0.021827916,
-0.052740913,-0.0054907985,-0.039776526,
-0.03878803,-0.020122515,0.01031295,
-0.029707821,0.006975377,-0.0930536,
-0.07491182,0.017054124,-0.004836847,
-0.025764268,-0.021522516,0.054139838,
-0.03318154,-0.008958619,0.037186284,
0.10456913,-0.0062974095,0.029410424,
-0.030317543,0.03074416,-0.010048006,
0.0010779572,0.039353065,-0.034690004,
-0.023465617,0.100184806,-0.0021322311,
-0.01564734,0.076957956,0.00096906646,
0.02418633,0.026427928,-0.011884093,
0.0063230945,0.051173173,-0.029317552,
-0.05485771,-0.054725837,0.08063711,
-0.00089141796,0.083037406,-0.072317176,
0.053009514,-0.0011099449,0.033740982,
-0.0026314952,-0.078898944,-0.010174249,
-0.0043906854,-0.09601781,-0.0029301536,
0.056815576,0.008369135,-0.03506195,
-0.026072782,0.008358148,0.06114026,
-0.017844433,-0.029368913,-0.025004154,
-0.05783926,-0.020557564,-0.068264075,
-0.0382293,-0.045805324,0.024282215,
-0.011267639,0.023652889,-0.0015091057,
-0.012018172,-0.074282855,-0.029664265,
-0.041700613,-0.030875755,-0.025806762,
-0.039097514,-0.034059994,-0.017585251,
0.040690858,0.051106125,0.019070929,
0.040819433,-0.019496359,0.026892293,
-0.03526934,-0.030573254,0.016763574,
0.048176255,0.0027844356,-0.011759006,
-0.017660864,-0.0691146,0.0018651318,
-0.020117791,-0.015208268,-0.0036746652,
-0.006399324,0.030479196,-0.01379204,
0.018205298,-0.026199633,-0.040458802,
-0.0402445,0.04943581,-0.014001653,
-0.033141945,-0.0048120813,0.026544442,
0.028943548,0.08681084,-0.03128766,
-0.016578263,-0.012909101,-0.024113197,
0.011514394,0.041963603,0.053826593,
0.019465324,-0.035597123,0.03303283,
0.06850256,-0.0068557137,0.07114241,
-0.02983849,-0.02772714,-0.04362748,
-0.025932007,-0.012322204,0.024971481,
-0.023623608,-0.008833555,-0.060631614,
-0.031382095,-0.028280178,-0.0434742,
-0.017577099,0.025118431,-0.08600624,
0.055320248,-0.07367434,-0.0077927453,
0.07901616,0.019086298,0.038200576,
0.0138498815,-0.009224036,-0.094181366,
-0.025495283,-0.08469929,-0.04641907,
0.030271703,-0.014192527,0.048237596,
-0.014785886,-0.038860288,-0.005444418,
0.03480508,0.034676492,0.02871399,
0.013991579,-0.056864962,0.0059640734,
0.022352366,-0.014509806,-0.0010033732,
-0.055568468,-0.044930898,0.045017395,
-0.038462315,-0.011625189,-0.058038205,
-0.014478069,-0.051871184,-0.0090442,
0.05880385,-0.05677449,-0.005243189,
-0.018896028,0.019792207,0.029164359,
0.08523489,0.020692952,-0.08659528,
-0.05644248,-0.079497285,-0.06634922,
0.044699863,-0.05146467,0.022374174,
0.028194167,-0.050083622,0.025255736,
-0.034261502,-0.022767214,0.012126283,
0.024475072,-0.01127214,-0.028288318,
0.06645442,-0.016324025,-0.100164734,
-0.016864453,0.0729726,0.007929832,
0.072062604,-0.059278898,-0.04963027,
-0.037572417,0.021380045,-0.028606432,
0.0077713197,-0.01343417,0.021569544,
-0.021964531,-0.05347494,-0.0037010512,
-0.03256236,0.01662762,-0.019103127,
0.013425474,-0.010869321,-0.002283312,
0.0032799365,0.02710717,0.029779574,
0.0046310225,-0.013917137,-0.0462849,
-0.0128196785,0.0034616413,0.06934414,
0.0140059795,-0.024791356,-0.08423138,
-0.06517651,-0.025452316,-0.09884898,
-0.042473964,0.053633906,0.061768863,
-0.023711836,-0.019483762,0.030102542,
-0.04264875,0.05415057,-0.0020869083,
-0.011752927,0.06600484,-0.019478671,
-0.0026956964,-0.043919876,0.03339018,
0.028123794,-0.038395792,-0.010545974,
0.059004705,0.029921496,0.014993448,
-0.021416973,-0.032862402,0.010877579,
0.010069238,-0.08211923,-0.06647549,
0.015079268,0.008607941,0.007804319,
-0.046409946,0.0121022435,0.008628463,
0.011530779,-0.052574277,-0.0071339454,
-0.02139697,-0.022392092,-0.025129376,
0.02207253,0.05702246,-0.09115628,
0.0759109,-0.06482671,0.06569284,
0.00094680255,0.004292922,0.019894043,
-0.054310687,0.018511176,-0.008583995,
-0.045155,0.04509839,0.074590266,
-0.0062998654,0.007335642,-0.016828852,
-0.15130326,0.03452371,0.018456588,
-0.07280323,0.06454415,0.026078831,
0.006586432,0.059682745,0.0033518889,
0.021456243,-0.008700598,0.014424481,
0.025640884,-0.014051231,-0.0047520776,
0.027404038,0.039947495,0.046015702,
-0.010633955,0.053243447,0.08353253,
0.040013682,0.037338525,0.010172402,
-0.041051004,-0.07245058,0.03645745,
0.052192442,0.061665125,0.075325035,
-0.060214493,0.0179553,0.06512826,
0.007096746,0.027179107,-0.047933858,
-0.028215082,-0.043237194,-0.012744021,
-0.021861713,0.065193586,-0.030253747,
-0.002439656,-0.0062052924,-0.09051153,
-0.036834657,-0.03317989,-0.05939303,
-0.007521847,-0.004148515,0.00694798,
-0.04545103,-0.045616817,-0.028832007,
-0.053556647,-0.04649231,0.0051615774,
-0.025300402,0.010446666,0.010808817,
-0.061407655,0.043031204,0.034674317,
0.030235479,0.010975051,-0.004062268,
-0.033999827,-0.0319091,-0.084942654,
-0.076331705,0.08188395,-0.08967874,
-0.04743786,-0.036126565,-0.09855226,
-0.10302736,0.06646755,-0.0058162482,
0.049802575,0.04785884,-0.037512004,
0.018222818,0.058066458,0.005665911,
-0.0062678293,0.097532034,0.018800063,
0.07679498,-0.0062552937,-0.060327567,
-0.04358477,-0.042995352,0.020790555,
-0.042499784,0.024726398,0.020270009,
-0.04159165,0.017041815,0.011407376,
0.052358165,-0.05871187,0.07464683,
-0.052288335,0.029125247,0.00454605,
-0.008006967,-0.084401846,0.006691861,
0.066763416,-0.022779187,-0.01167353,
0.039601866,0.019870145,-0.02317761,
-0.030300729,0.005363506,-0.031666856,
0.029771619,0.010253163,-0.008986525,
0.055499267,-0.047087,0.027362734,
-0.078346804,-0.03249725,-0.097060435,
0.0649439,-0.007176492,-0.02641264,
-0.0048990767,-0.021265334,-0.043002795,
0.05398876,-0.036745846,0.055985197,
-0.003912454,0.035243355,-0.043873217,
0.043934662,0.017317655,-0.033983238,
-0.052215874,-0.023985256,0.03522403,
-0.014121197,0.01760156,0.020447712,
0.040737055,0.025631927,0.03755886,
0.05140217,-0.019040067,0.024814976,
-0.08751394,0.007468494,0.04612336,
0.07435919,-0.020344175,0.07447224,
-0.040764052,-0.026610106,0.020685524,
0.0058195856,-0.014185629,0.02408191,
-0.0024689229,-0.079772435,0.010664868,
-0.024971263,-0.051280975,0.040783267,
-0.075391166,-0.019932957,-0.0058962777,
0.0019843266,0.046156008,-0.04575391,
-0.032119196,0.033864293,-0.047211528,
-0.009177235,0.0958966,-0.024062289,
-0.0059996615,0.029757202,-0.014384146,
0.04024859,-0.07460467,-0.021528654,
-0.038996197,-0.022833314,0.021740094,
-0.066459045,0.077081345,0.004875278,
0.0048767626,-0.0729897,0.030842053,
-0.0041649053,-0.016095636,0.011209124,
-0.049931455,0.01787907,-0.090589225,
-0.02598205,0.0269566,0.033447336,
-0.07549273,0.072704375,-0.03271335,
