layer1node1,layer1node2,layer1node3,layer2node1
0.14077117,0.25340062,-0.30234608,0.50549006
0.19555326,0.4161164,-0.5263089,1.0606877
0.20577264,0.43326825,-0.5025242,-1.0499789
0.23297311,0.5217851,-0.4023851,
0.2788847,0.47596672,-0.4550654,
0.12357673,0.3006935,-0.29947796,
