layer1node1,layer1node2,layer2node1
-0.0061299335,-0.020482844,
-0.0614201,-0.014286577,
0.09200386,-0.070111975,
0.06595948,-0.017962918,
-0.08130515,0.1032841,
0.0066648293,0.10836611,
-0.022920022,-0.012431301,
-0.03223087,-0.03096258,
0.055924367,-0.016814621,
0.057764474,-0.105979435,
0.029703353,-0.06326295,
0.039310142,0.06849438,
0.04056125,0.0009920081,
0.017307684,0.0838111,
-0.026026221,-0.031734165,
-0.057326626,-0.06358748,
0.06029667,-0.06378025,
0.04245867,-0.0034121,
-0.052590273,0.07521779,
0.033077683,-0.006456557,
0.018401995,0.016128223,
-0.09188085,-0.017725592,
-0.046947826,-0.0076839635,
0.011451254,0.0023855797,
0.034786418,-0.009430485,
0.021947691,0.04034594,
0.00022414453,0.02306315,
-0.056395505,0.08534211,
-0.015995463,-0.021005096,
-0.004614228,0.03565313,
0.08514631,-0.034343723,
0.016214358,0.006576552,
0.050182365,0.05872524,
0.013552916,0.01723871,
-0.055333264,0.010920781,
-0.02751372,-0.08281979,
0.0037729319,-0.015500887,
0.03708759,0.034777716,
0.04292407,-0.06392335,
-0.08371462,0.042645197,
-0.04952955,0.053499594,
-0.053528864,0.04929263,
0.07186702,0.06672331,
0.0062010493,0.018854175,
0.10212767,0.0066505703,
-0.02798551,-0.050480533,
0.080998585,0.016544243,
0.00743638,0.026990028,
0.017119499,0.012710354,
-0.061293527,0.0045408783,
0.024247061,-4.270367e-05,
0.05747554,0.09236128,
0.0041243634,0.023263516,
-0.0063265446,0.047274265,
-0.019895291,0.050783094,
0.007878437,-0.003129767,
0.051192135,0.021275807,
0.031429127,-0.09986873,
0.014787089,-0.0005818894,
0.029410321,-0.06352279,
-0.039151605,-0.04669136,
-0.03893918,0.0666474,
0.06638073,-0.010393162,
0.008630963,-0.011547054,
0.04269522,-0.038965043,
0.088448346,0.0003424681,
0.09654707,-0.046151936,
0.056799702,0.025158716,
0.05081074,-0.012833841,
0.0121603655,-0.039680958,
-0.0707563,0.08877291,
0.04079517,0.0071886764,
0.06339966,-0.005065156,
0.078634255,0.051084667,
0.039816406,0.013026185,
0.020460911,0.030206505,
0.043436274,0.07023765,
0.022472505,0.0066042063,
-0.00013053893,0.06602962,
0.054301303,0.0127602555,
0.019183887,0.04689403,
0.054999392,0.07277914,
0.05916319,-0.014055206,
-0.0055243867,0.08733964,
0.07003296,-0.054866154,
0.05295506,-0.0030389044,
-0.00764454,0.010474017,
0.020837694,0.050401896,
-0.02482091,-0.067962036,
-0.007687532,0.04182921,
0.00037268543,-0.0147251515,
0.0032683746,-0.005262338,
0.1010295,0.0494352,
0.051817246,-0.027694512,
0.0684409,0.022766346,
-0.002162677,-0.008975067,
0.023282994,-0.022766136,
-0.009261689,-0.011903971,
0.009834018,-0.031218298,
0.026450813,0.093762405,
-0.042580556,-0.0979412,
0.018169362,0.07762242,
0.055805188,0.033816017,
0.0796942,-0.011169333,
-0.040050466,-0.0006033305,
0.017332638,-0.054390818,
0.04276913,-0.025125481,
-0.018271968,-0.048468705,
0.054650195,0.0031238785,
-0.0406709,-0.02015904,
-0.0075505637,0.07706372,
-0.110693134,0.059577364,
-0.012421396,-0.049257882,
-0.030963479,-0.01972049,
0.023415146,0.0017209142,
0.056633,0.020267004,
0.041890718,0.067386776,
-0.046402287,0.023182884,
0.051649906,0.053935084,
0.058121182,-0.04025248,
-0.16348125,-0.015797134,
-0.018503346,-0.015883561,
-0.058286887,-0.118714035,
0.094821915,-0.025491174,
0.009916889,0.009494787,
0.0020541695,0.034565646,
-0.05647245,-0.02340294,
-0.005408856,-0.044716336,
0.0017308104,0.048052855,
-0.009767324,0.030995091,
-0.024597226,0.10724013,
0.045422833,-0.054318234,
-0.038961824,0.065513834,
0.064649336,-0.045193303,
-0.01620831,0.0023296396,
0.11040419,0.023615122,
-0.019356076,-0.0026242381,
-0.043901786,-0.02412427,
0.05959083,0.009820085,
0.03605182,-0.017257113,
0.04324771,0.03858851,
-0.0679656,0.0066517205,
0.027069695,-0.0025969225,
0.013511825,-0.057587177,
0.04817593,0.035869084,
0.01334887,0.038497824,
-0.075890474,-0.009253704,
0.00045990298,-0.059344765,
-0.08683801,-0.11737529,
0.032928694,0.028997552,
0.12206482,0.04648839,
0.06537484,-0.11557238,
0.03516064,-0.0033375015,
-0.081792474,0.005168796,
0.010579643,0.089930885,
0.027932722,0.11057615,
-0.061482668,0.057633437,
-0.020184522,-0.003860218,
0.032300383,-0.07294208,
0.07644107,-0.027116433,
-0.057630677,-0.0022804742,
-0.006452269,0.07087186,
-0.0019152638,-0.041292906,
-0.072622105,0.0089561185,
-0.024171999,-0.0548608,
-0.022824394,-0.03843471,
-0.06389994,-0.058934744,
0.059438102,0.022140529,
-0.039335348,0.03966803,
0.06014479,0.010320442,
-0.0068266243,0.0075051864,
0.012303553,0.0023705075,
0.008123142,0.028414438,
-0.0020014758,-0.039883956,
0.051390033,-0.042036694,
-0.06052773,-0.05824978,
-0.00026202863,0.010850506,
0.061759926,0.024336753,
0.024617152,0.0031086819,
0.006808431,0.05545797,
0.077799305,0.093566075,
0.018327978,-0.008576707,
0.0051476615,0.00849551,
0.061187167,0.07114515,
-0.0392349,0.014395335,
0.027986135,-0.027858732,
-0.049743567,-0.0053247036,
0.08907733,-0.004939627,
-0.0671307,0.0855341,
-0.10324324,0.04804696,
0.032129884,-0.032063507,
-0.05173695,-0.013776196,
0.029242784,-0.0045821024,
0.007033292,0.07203351,
-0.053420678,-0.07150642,
-0.016335398,-0.0021600353,
0.08046238,0.043443553,
0.042467117,0.057021685,
-0.039839476,0.033621855,
-0.005678166,-0.085177496,
-0.0076523144,0.078929506,
0.040080406,-0.092652135,
-0.06741394,-0.08718707,
-0.0500882,0.09207668,
0.051326655,-0.0096020205,
0.02610199,-0.053662837,
0.07740576,-0.038419258,
0.07701821,-0.015262248,
0.049263906,-0.07610402,
0.09680474,0.020922992,
-0.01980354,-0.032993384,
0.027339615,0.06762772,
0.01959698,0.1267057,
0.07058538,0.008074988,
0.037886675,0.07531285,
-0.037502732,-0.06911993,
0.016897628,0.12907705,
-0.1253711,0.05578856,
0.102063015,0.05753455,
0.0069751544,0.042614117,
0.07793589,0.0548874,
0.07001837,0.08356808,
0.0009910592,0.08270997,
-0.015172626,0.036818694,
0.023316272,0.045707192,
0.094458945,0.009375703,
-0.025320865,0.07478509,
0.071516596,0.068139404,
-0.010126143,-0.022142254,
0.025330646,0.015115232,
-0.076680414,0.013081083,
-0.009466328,-0.021465749,
0.04724331,-0.045620117,
0.012314423,-0.031093813,
-0.042273827,0.068971425,
0.0004363819,0.058199506,
-0.045295432,0.026814245,
-0.045365658,0.013870883,
0.027359484,-0.03400874,
-0.018899554,0.056718286,
-0.062337607,-0.028234655,
-0.04279823,0.016299218,
0.013452251,0.04624238,
-0.052839093,0.061948664,
0.047039315,0.0142206075,
0.05292865,0.04687322,
-0.013209661,0.053341474,
-0.018335605,0.006870411,
-0.08006665,0.11804147,
-0.034351394,-0.07477319,
0.053586837,0.12446651,
0.11809998,0.048593823,
0.05810256,0.094910756,
-0.042774767,-0.087384276,
0.027922194,-0.014842705,
-0.01485199,0.030394753,
-0.0062225703,-0.10369851,
-0.0429828,-0.007993255,
-0.010565661,0.04504863,
0.019705744,0.0147289615,
-0.018038906,0.013829873,
-0.0140623255,0.032266576,
0.010643481,-0.006879152,
0.04903544,0.026506934,
-0.027291564,-0.033888504,
-0.09686391,0.0038189718,
-0.05299655,0.017126577,
0.007244041,-0.02780392,
-0.029686777,0.0069190627,
-0.045422718,-0.07042082,
-0.04675027,-0.0105291465,
-0.04747032,-0.0071338597,
-0.06608062,0.119321406,
-0.11024285,-0.014923648,
-0.021514809,-0.002456945,
-0.003118543,0.019675476,
-0.011525482,0.022372035,
0.061872967,-0.07912701,
-0.066893876,-0.04862195,
-0.0032942796,0.036435932,
0.07166575,0.00530688,
-0.043369148,-0.00010436608,
-0.10119828,-0.023764553,
0.072912976,-0.087587476,
0.022944193,-0.007280113,
-0.06995333,0.020055737,
-0.077952504,-0.109993815,
-0.024688175,-0.046102863,
-0.0017347484,-0.105184086,
0.027453294,0.011666646,
0.00076971867,-0.039954092,
0.09012688,-9.610377e-05,
-0.021253973,-0.03677364,
0.016385155,-0.018452348,
-0.041557763,0.0123879565,
0.084074825,0.036776796,
0.051608697,-0.008310542,
-0.009088627,0.06406298,
-0.04772296,0.0023340427,
-0.00059824827,0.032317616,
0.06874531,-0.030120336,
0.025978686,0.06261542,
-0.14139721,-0.03741415,
-0.02921722,0.0097811315,
-0.033883832,0.027926369,
-0.023810996,0.007954434,
0.048188906,-0.0054451246,
0.100449465,0.034760118,
0.03386859,0.029327465,
-0.08332082,-0.028125526,
-0.07798102,0.05091455,
0.03498517,-0.0029272654,
-0.017243745,0.037699744,
0.074417494,-0.042542852,
0.035725396,0.020487845,
-0.03510225,-0.059326697,
-0.032675777,-0.06751055,
-0.01476498,-0.0033955814,
-0.14599487,-0.0063282666,
0.04817527,0.0407218,
-0.012025357,0.04570106,
-0.0008915839,-0.0061473255,
-0.020098649,-0.016209211,
-0.059429582,0.02458628,
0.0039632884,-0.0075991293,
-0.010902836,0.024418801,
-0.034765907,0.01824472,
-0.009346744,-0.0074579604,
-0.074853346,0.016890807,
-0.025390115,-0.005547005,
0.031067686,-0.003442954,
0.057242416,0.02774662,
-0.050069686,0.021187592,
-0.09465149,0.10640186,
0.0336505,0.06538975,
-0.08648814,0.091867045,
-0.017612537,0.024936264,
-0.105512,-0.020310394,
0.02746525,0.04139382,
-0.008866469,0.03431159,
-0.0059367525,-0.000702543,
0.03311602,-0.0021958838,
0.07999353,-0.009768819,
-0.07245152,0.01679647,
-0.010464868,0.00385732,
0.073247775,0.044001117,
-0.021122618,0.056443132,
-0.114807434,-0.017842315,
-0.01469564,0.023722583,
-0.026825832,0.05442901,
-0.0371856,-0.036504168,
0.0043918365,0.007127116,
0.023215938,0.08625154,
-0.089052595,-0.010891935,
0.05321255,0.06720357,
0.050976746,-0.016125046,
0.008338338,-0.0052117123,
0.09951765,-0.038382143,
-0.03841675,0.0031107385,
0.054775964,-0.04895417,
-0.037201982,0.05871169,
0.00066875224,-0.04192242,
-0.004896018,-0.033412967,
-0.032758296,-0.03389149,
-0.028207174,-0.004079455,
-0.028627675,-0.04062061,
0.067192465,-0.002745458,
0.039138716,-0.031032389,
0.023635123,-0.057218704,
0.05743066,-0.008292826,
0.06746363,-0.049545374,
0.02233626,0.015681515,
-0.0150378635,0.06702932,
-0.051074855,-0.025928207,
-0.020822609,0.038516,
0.03424909,0.08654472,
0.035707787,0.07973021,
-0.048312083,-0.010437947,
-0.04338063,0.04932761,
0.055125948,-0.020981297,
0.027409052,0.050496176,
-0.011534808,-0.031599596,
-0.007808718,0.015684586,
-0.0104557285,-0.06515859,
-0.06987079,0.009570228,
0.0047805887,0.017292418,
-0.007870637,0.106574535,
-0.01118536,-0.07191497,
-0.0739789,-0.05359981,
0.06509434,-0.08661159,
-0.028055353,-0.012979258,
-0.016188217,0.021805396,
-0.057535365,0.03374874,
0.069297,-0.054920293,
0.048412267,0.004865439,
0.03731701,-0.02739093,
-0.083826564,0.01930297,
-0.010061381,0.10552234,
0.042798214,-0.025258657,
-0.025637297,0.054241795,
0.016199855,0.0349712,
-0.077469215,-0.032973282,
0.020896662,0.050535336,
0.088252775,0.016395485,
0.0043852674,0.067481235,
0.09254122,-0.059093,
-0.055971324,-0.06989082,
0.021063246,-0.005270868,
-0.013745569,0.014583544,
-0.010157424,0.040448073,
-0.011839185,0.009398732,
-0.0016099531,-0.0633318,
-0.00014187081,0.009280198,
0.095591605,-0.04702773,
0.018388119,-0.053642057,
-0.0109568555,0.0056516067,
0.06250471,-0.040617105,
0.038272575,-0.009651559,
-0.031870604,0.028873425,
0.041567884,0.068943806,
0.0021827042,-0.039603908,
0.07490533,0.03796893,
-0.036422625,0.013259128,
0.014982955,-0.047829658,
0.046084467,-0.02563765,
0.07889737,-0.022680415,
0.006042957,-0.025677975,
-0.024449293,-0.02415814,
0.0801104,0.035423584,
-0.011520917,0.034220397,
0.0069814986,-0.016422588,
0.014371995,0.0030615462,
-0.08294853,-0.030338349,
0.026416305,-0.05594163,
0.0025248087,-0.013678555,
0.048806075,-0.10957956,
0.050400056,0.11071604,
0.0344405,0.1118548,
-0.07184007,-0.029645663,
-0.04865452,0.012864411,
0.005108693,0.094626434,
-0.08287349,-0.062991574,
0.0504799,-0.017550873,
-0.021646298,0.005768517,
0.031535294,0.100505434,
0.03627884,-0.030981028,
0.07253275,-0.026955826,
0.020452023,-0.032619283,
0.005968056,0.06003469,
-0.035245713,0.023098461,
-0.02718476,-0.0043143374,
0.083536476,-0.014269115,
0.011888636,0.030260827,
-0.03888215,-0.037218332,
0.014794628,-0.008272514,
-0.06746189,-0.014194367,
0.02563534,0.03281186,
-0.00047905353,-0.007629677,
0.061790492,0.024914343,
-0.058608003,0.00041049696,
-0.043727227,0.016421353,
-0.07719042,-0.08058414,
0.027471095,-0.030566044,
0.06179964,0.06505313,
-0.011668292,-0.02537016,
-8.469734e-05,0.06556063,
0.036519665,-0.023427937,
-0.026146555,-0.0025417896,
-0.106696025,-0.028672993,
0.09226505,0.073950544,
-0.05015975,0.024790006,
-0.025384737,0.06375861,
0.061893184,0.011806276,
0.017232642,0.031960227,
0.009428198,0.056029156,
0.06515167,0.046602778,
-0.004499059,-0.027260339,
-0.042329416,0.004202521,
0.009240162,-0.03548574,
-0.015490045,-0.008308407,
-0.06842786,-0.022890424,
0.023253357,-0.021956358,
-0.060392026,-0.017516866,
0.013532202,-0.051067036,
0.0431561,-0.0851019,
-0.05235579,0.051572356,
0.054223612,-0.0031331477,
-0.06687365,0.036855564,
-0.019948594,-0.06008692,
0.03102937,0.02642278,
-0.005285211,-0.072289184,
-0.065474056,0.0568488,
-0.08552144,-0.06492548,
-0.07973614,-0.03463517,
-0.03918352,-0.016480071,
-0.033187523,0.091159046,
-0.03735848,0.033087876,
-0.016046764,-0.0032753192,
-0.047502823,-0.052375592,
-0.07363715,-0.11040377,
0.04896458,-0.027739845,
-0.014537719,-0.0012569843,
-0.055685326,-0.06156943,
0.06472801,0.038524024,
-0.10220909,-0.02215887,
-2.9503062e-05,-0.034062415,
-0.05043713,0.0894823,
-0.0058981986,-0.019289952,
-0.033434074,-0.006271631,
-0.06403194,-0.108975396,
-0.078998975,0.110315256,
-0.0105303675,0.04235132,
-0.01792698,-0.007150349,
-0.05073783,-0.019454105,
0.056849383,-0.048636768,
-0.016887441,0.04489004,
-0.013635826,-0.014112713,
0.013979859,-0.047169045,
0.0065242057,-0.03940649,
0.10134244,-0.029325292,
-0.06101011,-0.03439612,
-0.032535754,0.040587403,
0.017962908,-0.016717298,
-0.049042583,-0.110917464,
0.05457651,0.024963697,
0.017807202,0.032449834,
0.044213135,-0.04570683,
-0.022735719,-0.008061476,
-0.06308341,0.07900823,
-0.02061281,0.017645562,
0.08425398,0.061505076,
0.012492237,-0.05138074,
-0.039498307,-0.0005260184,
-0.03566894,-0.03534869,
-0.02490381,-0.007527715,
-0.012863599,-0.07709496,
-0.111503445,-0.0527309,
0.01335373,0.022537969,
-0.009491246,-0.018371398,
0.012978035,0.048157513,
-0.03566918,0.034458093,
0.03531866,0.007039662,
0.10136222,-0.035357755,
-0.009883396,-0.0042918725,
-0.003417264,-0.0020039794,
0.06591177,-0.026978888,
0.018513437,-0.08340303,
0.02009171,-0.039398022,
-0.0796799,0.0464464,
-0.06465202,-0.022940079,
-0.055143103,0.0058569354,
0.04920522,0.02923602,
0.05579383,-0.050848756,
-0.046215896,-0.0036115043,
0.0063679097,-0.045949113,
-0.00052334554,0.021150196,
-0.037413698,-0.023613164,
-0.008917265,0.030962437,
0.053852625,0.0179225,
-0.020160606,0.05461374,
-0.021300698,-0.035274927,
-0.035483077,-0.048765037,
-0.017517349,-0.025477862,
0.052395757,-0.0009515608,
0.006085561,0.0075736083,
0.011230999,-0.07253071,
-0.04328049,0.042628974,
0.0022683442,-0.018333722,
-0.025958113,-0.03190023,
-0.08139309,0.0044250847,
-0.022579037,0.018388746,
-0.012715545,0.0035263053,
-0.06470645,-0.011830479,
-0.068948895,0.11113349,
0.039169934,0.013818295,
0.05362766,0.011700381,
-0.028455721,0.042020142,
-0.009086229,0.041133463,
-0.005885174,-0.07394011,
-0.024075354,0.021680627,
0.041072063,-0.06547136,
0.009954368,0.03314633,
0.059343603,-0.092911676,
-0.025889657,-0.019879725,
-0.10743776,-0.04623389,
0.02588241,-0.050732512,
-0.029740375,-0.042994708,
-0.05496776,-0.07946493,
-0.048839524,-0.04097985,
-0.0050983992,0.08073053,
-0.060272973,-0.0072282446,
-0.058173493,0.037630577,
0.04071585,-0.05463868,
0.034767188,0.04561406,
0.015319614,-0.024507228,
-0.016595036,0.039785482,
0.0035250036,-0.045999747,
-0.0062154634,0.010327869,
-0.05813151,0.0233948,
0.06187369,-0.028462533,
-0.03706628,-0.08655169,
0.10909092,0.053121362,
0.049882315,-0.054996274,
0.0020398432,0.0909811,
-0.014484349,0.012467776,
-0.009489261,0.056249585,
-0.024375146,0.0052048624,
-0.049848143,0.08227956,
-0.13067167,0.05954423,
-0.059427127,-0.026536176,
0.0016507102,0.070654064,
0.012911818,-0.06689069,
-0.049843382,0.02197859,
0.03359659,0.081608765,
0.043630015,-0.00071483944,
-0.015576307,-0.043412797,
0.109463245,-0.01292197,
0.019122193,-0.016262425,
-0.080850765,0.1192187,
0.09287307,-0.041509222,
-0.055155136,-0.03836321,
-0.089733176,-0.09151979,
-0.01697841,-0.08455166,
-0.016896283,-0.038186207,
-0.062586196,0.017177325,
0.010364533,-0.038950067,
0.002452508,-0.047616802,
-0.020415287,0.018960016,
-0.04138789,-0.03347949,
0.037201285,-0.08851175,
0.015599852,-0.04123243,
0.03306225,-0.009111201,
0.080487125,0.0629589,
-0.053972,0.033621732,
-0.048809648,0.053633597,
0.0629076,0.046878435,
-0.0038038546,-0.008694385,
0.043398898,0.04617565,
0.0046876096,-0.005920749,
-0.048457295,-0.029835436,
-0.015922891,-0.057645407,
-0.000772576,0.037476636,
0.0033976422,-0.025967289,
-0.004028122,-0.04578034,
-0.005894265,-0.043901987,
0.103674136,0.040852495,
-0.010406727,-0.052198336,
-0.04009927,-0.012043309,
0.09134414,0.052751437,
0.07872109,-0.008764268,
0.059831757,-0.009292397,
-0.036373794,-0.03852496,
-0.0076091117,0.0120327845,
0.008838764,-0.05254873,
-0.05201816,0.06790522,
0.021067798,-0.064122766,
-0.013682538,0.048993755,
-0.0015099581,-0.031143643,
0.026195738,0.08066042,
0.027175102,-0.020057926,
-0.010582575,-0.01551587,
0.057566676,0.031801112,
0.0010843162,-0.04797633,
-0.03375898,-0.13310634,
0.014845989,0.017120752,
-0.025946176,0.035036277,
0.053887658,-0.0228353,
0.0043591573,0.03269787,
0.028348003,0.010631493,
0.0031225616,0.015581692,
0.069527194,-0.01560913,
0.03423508,-0.068161026,
-0.01989067,0.05108645,
0.06125985,-0.006397307,
0.00020946446,-0.08329392,
-0.08573016,0.021293929,
0.03618298,-0.07255489,
-0.05346785,0.0043516406,
0.027768824,-0.06471562,
0.0018946427,0.0050829574,
0.0898759,-0.07554787,
0.028902043,0.033526313,
-0.07077564,0.006552954,
0.09624158,-0.04911467,
0.006791715,0.056417603,
-0.05617342,-0.086238034,
0.07616372,0.011329721,
0.0015017574,-0.00047506177,
0.051393565,0.0004962797,
-0.016462825,0.015245673,
0.021449784,-0.035499495,
-0.07169651,0.13432978,
0.0781714,0.055090968,
0.018930161,-0.016671175,
-0.07238265,0.008100183,
-0.05288192,-0.012776092,
0.0037750835,0.01579366,
-0.0020301952,-0.10066379,
-0.08908662,0.10050259,
-0.026557675,-0.0024478815,
-0.023248171,-0.07978943,
-0.091460094,0.0015406992,
-0.024905898,0.017422514,
-0.004957397,-0.06265224,
-0.015117373,-0.002921889,
-0.006530805,-0.00416887,
-0.00911065,-0.015577995,
0.04792066,0.020750595,
0.07562043,0.05724084,
-0.023413403,-0.017205609,
0.008355376,-0.071869396,
0.016931718,0.06475516,
-0.0058432086,-0.035496887,
0.030357903,-0.036245238,
-0.044655904,0.053232957,
-0.03664693,-0.05570634,
-0.026247106,0.032613087,
-0.036465205,-0.04908099,
-0.06705718,0.011964729,
-0.10781131,-0.03013085,
