Training Error,Validation Error
0.24874378231560149,0.24933261436129373
0.24855191216749303,0.2492098373080057
0.24835701733410193,0.2490646389741746
0.24814963344933272,0.24893464739360507
0.2479513048791752,0.24878075813490247
0.24772905431040862,0.24865947616478754
0.2475093511306271,0.24850108912066807
0.24727657825506033,0.24834526389364212
0.24705526979864478,0.24820922598952339
0.2468358961557474,0.2480483814364388
0.24660472897421412,0.24786159750961123
0.24634491416419588,0.24770165885251666
0.24608287156796924,0.24750459359751809
0.2458056783308836,0.24729917375814348
0.24551418114777038,0.24709143666994005
0.24521996994980244,0.2469090741305124
0.24492261226938553,0.24670348375562637
0.24459697089108431,0.2464904278989822
0.2442841050671596,0.24629057707294585
0.2439793062393739,0.24607064019119929
0.24363076031541958,0.24587228350223056
0.24327148067183188,0.24564721943840148
0.24290179162800146,0.24540578491157955
0.24253949397752264,0.2451463769825678
0.2421183413734623,0.2449050084466026
0.24169591507490942,0.2446306456649114
0.24124365539944806,0.2443647642457296
0.24079777488187581,0.24408579298428126
0.24036809973189144,0.24379132285950675
0.23989099906940087,0.24348426361878714
0.2393707590861147,0.24317690540873815
0.23883927406884042,0.24285496298282866
0.23829808530687285,0.24250319883936927
0.23771004328707687,0.24212043602315206
0.23709862531066275,0.24175323498627496
0.23649712987974578,0.24137397985609751
0.23584168698607372,0.24097506938472626
0.23517423517563762,0.24057823112086643
0.2344587974104227,0.24014557212118118
0.23370496310940644,0.2397030069241448
0.23291895215083905,0.2392439366806121
0.23214173133299798,0.23878374246377793
0.23131411382798053,0.23828304286987062
0.2304449675380349,0.2377785479738599
0.22958140446692288,0.23725735455278366
0.22869149376364314,0.23671137316832466
0.2277303380208189,0.23612251428384629
0.2267079220599487,0.2355229767068984
0.2256541857782866,0.23490236155570499
0.22457678353085236,0.23425770089739845
0.22348097918414267,0.23360192137105124
0.22229757157861352,0.23292301193116202
0.22108947425162426,0.23227450677326747
0.21992044422138973,0.23158641821808285
0.21868221712212602,0.23086293585716733
0.21734506367635326,0.23013091607699318
0.21606863847299784,0.22936554749806723
0.2146777481007643,0.2286287248134613
0.21335752838466013,0.227840350733863
0.21189799871431345,0.22706692441115303
0.21046660631811587,0.22622447401758225
0.20889558866411365,0.22538658952902232
0.20728236107098288,0.22455338566076188
0.20571651103115884,0.22370811752856723
0.2041641224582656,0.22286624709765115
0.20254407330554405,0.2219744005373546
0.20090459020030932,0.22106578804197766
0.1991980928165906,0.2201538925606107
0.19746008911887472,0.21924436281597803
0.19576508566444994,0.21838620139492881
0.19406586847886317,0.21752297097728365
0.1923623604684317,0.21659940930586014
0.19054277308013925,0.21570745299732874
0.18880364712045974,0.21478571730946738
0.18697788146864466,0.21387718996358296
0.18518097548424697,0.21295266160889278
0.1833475905389679,0.212087011289975
0.18154988114406415,0.2112420421271097
0.1798365852829455,0.2103601802909185
0.17800610602235928,0.20948757089319683
0.17620081723738118,0.2086692573059173
0.17444526114049747,0.20784204819845775
0.17269086474631012,0.20706148563869417
0.17100342206594324,0.20630294273770045
0.16935226020692778,0.20553452580694168
0.16758265302461736,0.2047332345493256
0.16585009751700552,0.20401775884249854
0.16421269994823873,0.20330615743758187
0.16264423018410093,0.20268556972344717
0.16132978289401165,0.20201230593143948
0.15975182213369205,0.20130827455293565
0.15823193426643098,0.20064414020568605
0.15659696155903385,0.19997401866647932
0.15501256387273804,0.1993957476483451
0.15352952476142168,0.19876188725706131
0.15208740853795819,0.1982172155191028
0.1506191841026648,0.19765921031671857
0.14916580506399565,0.1970756512785715
0.14768495469116696,0.19656406555856978
0.1462417335904279,0.19607344837415785
