layer1node1,layer1node2,layer1node3,layer1node4,layer1node5,layer2node1
-0.015778802,-0.07961684,0.041526187,-0.06372038,-0.017123416,
-0.01254575,-0.06495179,0.0,-0.10645127,0.036617674,
0.0,-0.02651062,-0.051020652,-0.0443267,-0.040495217,
0.0,0.0180494,0.0,0.03716111,0.0,
0.06621578,0.022576712,0.0,0.0,-0.049102675,
-0.056509618,-0.054651048,0.033743743,0.05091811,0.06685626,
-0.032260943,-0.06440187,0.046297643,-0.04520279,0.017746346,
0.03389173,-0.029918313,0.013975748,0.08092794,0.035676543,
0.0,0.0,0.054069374,0.018350247,-0.024667185,
0.0,-0.08128052,-0.057864122,0.05029381,0.04464619,
-0.026041431,0.0,-0.05536027,0.0,0.0,
0.0,0.04175157,0.04510308,-0.018732175,-0.074669525,
-0.035474885,0.06015886,-0.01509486,0.042827103,-0.017886713,
-0.03512844,0.11312537,-0.044221465,0.015109776,-0.051463448,
0.0,0.026397055,-0.03899606,0.03634857,0.0,
0.0,0.0,0.047442686,-0.050724976,-0.03964451,
-0.041577715,-0.023009364,-0.0356752,-0.119729295,0.027015917,
0.0,0.035694025,0.044095933,-0.02927392,0.09660366,
-0.07371339,0.0157747,0.014350222,0.015355157,0.0,
0.0,-0.05495897,0.043760788,0.07250702,0.0,
0.0,-0.018290164,0.07968976,-0.024994157,0.07208117,
0.043862514,0.029035741,0.0221506,-0.031533778,0.0,
-0.01433962,0.03250421,0.0,-0.034682877,0.04794854,
0.02768921,0.0268855,0.014694462,0.13279356,0.01857388,
0.034185886,0.0,-0.019338746,0.01686521,-0.053390756,
-0.08437968,-0.036448825,0.0738968,0.0,-0.014874438,
0.07318266,-0.050457995,0.0,0.039264765,0.019845141,
-0.050681796,0.0,0.0,0.0,-0.01053941,
-0.031275585,-0.037934426,0.04855565,-0.035558615,0.062221162,
0.011789424,0.0,-0.027758162,0.03357232,-0.041585237,
0.0,0.032850944,0.038509976,0.0,0.0,
0.081211545,0.0,0.093183056,0.033401646,-0.10950685,
0.0,0.017869985,-0.032741632,0.013790739,0.013186838,
0.027542837,0.0,0.017668685,-0.014221416,0.020102164,
0.0,0.0,0.0,0.0,-0.032406487,
0.03205587,-0.079690166,-0.024414582,0.037366703,0.0,
-0.026466642,0.0,0.04050337,0.0,0.0,
-0.029324941,-0.05635136,-0.03831982,0.0,-0.058646847,
0.033754162,0.0,-0.02290161,0.0,-0.017075205,
-0.018165171,0.04637244,0.05296974,-0.08024562,0.012247222,
0.040798564,-0.050252832,-0.02217582,0.0,0.09527009,
0.0,0.05862155,-0.09739499,-0.014082831,-0.14364333,
-0.10877838,0.07200481,-0.04263685,-0.018476373,-0.0332083,
0.0,-0.018957494,-0.016825538,0.055760816,-0.06102054,
-0.042047426,-0.0293484,-0.016470712,0.0,0.057659056,
0.029302876,0.05366768,0.041768648,-0.041841958,-0.019164896,
-0.017149566,-0.013874242,0.0125922905,0.0,0.04513692,
-0.041543506,0.048619755,0.03622678,0.04138794,0.0,
0.0,0.0505568,0.0,-0.056027163,-0.039848886,
0.02958859,0.016213037,0.017265907,-0.04561753,-0.0694347,
0.0,-0.06556465,0.057654858,0.042971887,-0.090611055,
0.05755262,0.037658047,0.053183544,-0.052021526,0.08125624,
-0.030279616,0.0,0.045981094,0.025649384,-0.02125268,
0.03492359,-0.044500925,-0.06233831,-0.048806805,0.012745916,
0.0,0.045048054,-0.019532558,-0.051815394,0.056395642,
-0.07064166,0.052936926,-0.027111974,-0.015483182,0.012053369,
-0.040936045,0.065389074,-0.011707371,-0.08273273,0.070499755,
0.030488864,0.02630796,0.01743176,0.0,-0.038974006,
-0.017397594,0.058027457,0.046905093,0.039148055,0.024824442,
0.07255842,0.018461794,-0.039106365,0.0,-0.049471747,
0.043841295,0.0,0.047458127,0.0,-0.031201517,
0.025895167,-0.06941771,0.032437038,0.017985674,0.0,
0.0,0.0,-0.03684272,-0.05745539,0.07527062,
0.0,-0.017248102,0.027846007,0.0,-0.026474262,
-0.035314634,-0.09047062,-0.023287738,-0.04350332,-0.039820574,
0.027118584,0.03413315,-0.028804578,-0.012607302,0.082111366,
-0.04841388,0.10842912,-0.040858578,0.0,-0.034707487,
-0.010344327,0.03768422,0.03259241,0.031993534,-0.061209984,
-0.065409705,0.016665272,0.020383999,0.024830984,-0.011443969,
-0.03214204,0.016568528,0.017337108,0.019763552,-0.020121627,
0.045457426,-0.015442098,0.011208729,0.0,-0.02211415,
0.040102758,-0.0963212,-0.03119278,0.0,-0.041814506,
-0.02696312,-0.078161396,0.0,-0.014541047,0.04411174,
0.018877512,-0.026757222,-0.040632617,-0.022733536,-0.05605039,
0.0,-0.028840061,0.03250551,-0.089937985,0.09347901,
-0.051970918,0.012024897,-0.015049731,-0.021299528,0.0,
-0.038084224,0.013334259,-0.018371105,-0.019389482,0.09276636,
