layer1node1,layer1node2,layer1node3,layer2node1
-0.32583877,0.14335118,0.36921054,-0.6687282
-0.27319264,0.15643269,0.38118845,0.3001223
-0.23859999,0.030804195,0.19862345,0.7645737
-0.33166212,0.13309665,0.27516523,
-0.30268976,0.11163065,0.2240103,
-0.21672927,0.08081492,0.18257861,
