Training Error,Validation Error
0.2600923843132236,0.2545054318412902
0.24996015315407577,0.24298630300022306
0.243042840538016,0.23908251728961077
0.23960020214347055,0.23733392436668355
0.23696998062254,0.23581717553592862
0.2345206635672839,0.2340822077932812
0.23205719957776874,0.23224716022531822
0.2295824285426171,0.231792912596748
0.22709433911116073,0.2303598701323151
0.224516494796167,0.2298125228869221
0.2217512839342477,0.2278215872547614
0.2190674449604989,0.22667144396633068
0.2160119024756687,0.2247610376783149
0.21302029106463372,0.22435605407707274
0.20992494120595614,0.22574723957392273
0.20682715050646572,0.22358752881723737
0.2040113291375332,0.22319067856937488
0.20092494460214086,0.2241844738286639
0.19803981798814904,0.22192797474760226
0.19536976912776297,0.22257198448534365
0.19280567564884155,0.22522195180257162
0.1898414496363712,0.2233656700010653
0.187400271216917,0.22336145652034295
0.18552291917812033,0.2264267398566796
0.18322963784444454,0.22480466299586827
0.18109677972691177,0.22607802840136976
0.1786181307723876,0.2293856635926262
0.17659449340805175,0.23539117609382307
0.17474187694900398,0.23168690810127865
0.17269159333100395,0.22653534354040863
0.17075110999754275,0.23768303712839803
0.16876456895573577,0.23107477675670038
0.1669059839346607,0.23772081448918297
0.16554530977813248,0.23422178972965826
0.1632897955835923,0.23307703869052665
0.16153610956156844,0.23383449940454393
0.1598343652586977,0.238040729647591
0.15798373100192162,0.24438014389976623
0.15643519515138604,0.2373087842943807
0.1548740161038469,0.23140975028749497
0.15354462571783004,0.24194422931898207
0.15179097987746212,0.23796618804729805
0.1507276472479912,0.2444432188594152
0.14874687860437244,0.24806110884146715
0.1472779395533543,0.24851384080907024
0.14574991810778165,0.24187165404122973
0.14437525887059677,0.2416671568123752
0.1430343474799734,0.24085448737497683
0.1418052930541399,0.2388941036961066
0.1403194419017025,0.243209095859023
0.13927230627096,0.24870638352222543
0.1378219542828372,0.25766615845538954
0.13670365209060778,0.24237766751536616
0.13531601698903922,0.2529375335526845
0.13381667510301126,0.24436006722626863
0.13273640696296726,0.2619430058532291
0.13194123117807977,0.26512881246193376
0.13076316969457016,0.2719297629815561
0.1297813491855794,0.24614296798352842
0.12900754142931753,0.25143693679224244
0.12746558540842445,0.2543325894093387
0.12657366626235952,0.2565800476641882
0.1249249916311517,0.2586713573604664
0.12475398308088799,0.2670143626669727
0.123399022942275,0.26856302805047816
0.1225864937603752,0.2622077143381512
0.1215609265169621,0.2550560608111992
0.12067575283856397,0.27145748069046666
0.12009496140936399,0.2671354688979961
0.11902357013174354,0.26396085093261074
0.11831789877679613,0.2703921895809275
0.11775636645842667,0.2691289678452507
0.1167534652377377,0.26730534686613333
0.11616078634110708,0.26276298947435206
0.11465128793630724,0.27996830981244486
0.11451080127729645,0.28014029034231075
0.11333528214615154,0.271263544206266
0.1136184628604173,0.26456081268017884
0.11220547350264397,0.27265458605276843
0.11068232476460833,0.2623659372329712
0.11071644333842533,0.2676538681542432
0.11003639620670529,0.273134415427213
0.10953746682483387,0.2587842622762004
0.10913150811117459,0.279549587340582
0.10786730414178192,0.2744616210145294
0.10697325417140618,0.26704405681796806
0.10720089165603414,0.2718041988592299
0.10618896920835716,0.2752918624688709
0.10580396997271911,0.28768826650564
0.10502383566481503,0.2734499349795952
0.10427483505839838,0.28842858300007207
0.10335627780143732,0.27438882970936085
0.10386267906867044,0.2752141793253561
0.10296187874705406,0.2845545329114117
0.10170160171364535,0.2893960412847933
0.10198240110826315,0.28338025928174376
0.10014086733567837,0.2714168555522091
0.10087784294849461,0.29078098106636574
0.09997333435952163,0.2730011192579118
0.09966101955855483,0.2858212273272257
